order_number,order_date,financial_status,fulfillment_status,country,province,city,customer_ref,product_title,product_type,vendor,sku,variant_title,quantity,unit_price,line_discount,line_total,order_total,currency,source_name
#4000,2026-07-31,paid,unfulfilled,Germany,Bayern,München,cust_00544,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,Large,1,23.74,0,23.74,194.27,EUR,web
#4000,2026-07-31,paid,unfulfilled,Germany,Bayern,München,cust_00544,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-02,Charcoal,1,23.39,0,23.39,194.27,EUR,web
#4000,2026-07-31,paid,unfulfilled,Germany,Bayern,München,cust_00544,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-03,Small,3,33.99,16.21,85.76,194.27,EUR,web
#4000,2026-07-31,paid,unfulfilled,Germany,Bayern,München,cust_00544,Stone Robe,Bath,Pure Bath,SKU-0055-04,Medium,1,27.66,0,27.66,194.27,EUR,web
#2658,2026-01-17,paid,fulfilled,Spain,Valencia,Alicante,cust_00513,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,Large,1,23.39,0,23.39,138.47,EUR,web
#2658,2026-01-17,paid,fulfilled,Spain,Valencia,Alicante,cust_00513,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,,3,30.35,0,91.05,138.47,EUR,web
#1550,2025-10-14,paid,fulfilled,France,Île-de-France,Versailles,cust_00304,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,3.12,21.42,25.92,EUR,web
#1192,2025-08-29,paid,fulfilled,Italy,Lazio,Roma,cust_00509,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,0,33.99,69.38,EUR,web
#1192,2025-08-29,paid,fulfilled,Italy,Lazio,Roma,cust_00509,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,1,23.35,0,23.35,69.38,EUR,web
#1358,2025-09-20,paid,fulfilled,France,Île-de-France,Versailles,cust_01147,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,Natural,1,38.08,0,38.08,46.08,EUR,web
#1009,2025-08-02,paid,fulfilled,Germany,Berlin,Berlin,cust_00130,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Large,1,16.22,1.43,14.79,17.9,EUR,web
#2914,2026-02-28,paid,fulfilled,Spain,Cataluña,Girona,cust_00628,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-01,Natural,1,8.24,1.35,6.89,8.34,EUR,web
#2664,2026-01-18,paid,fulfilled,France,Provence,Nice,cust_00292,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Charcoal,1,23.35,0,23.35,49.85,EUR,web
#2664,2026-01-18,paid,fulfilled,France,Provence,Nice,cust_00292,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,Charcoal,1,17.85,0,17.85,49.85,EUR,web
#3653,2026-06-10,paid,fulfilled,Spain,Madrid,Madrid,cust_00566,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Small,2,33.99,0,67.98,100.64,EUR,web
#3653,2026-06-10,paid,fulfilled,Spain,Madrid,Madrid,cust_00566,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-02,,1,15.19,0,15.19,100.64,EUR,web
#3391,2026-05-07,paid,fulfilled,Italy,Lombardia,Milano,cust_00191,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0013-01,Charcoal,1,41.03,0,41.03,49.65,EUR,web
#2905,2026-02-27,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00029,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,87.65,EUR,web
#2905,2026-02-27,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00029,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-02,,1,27.52,0,27.52,87.65,EUR,web
#2905,2026-02-27,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00029,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-03,,1,14.92,1.82,13.1,87.65,EUR,web
#2531,2025-12-31,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#1312,2025-09-14,paid,fulfilled,Italy,Lazio,Roma,cust_00008,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,,2,23.39,0,46.78,126.18,EUR,web
#1312,2025-09-14,paid,fulfilled,Italy,Lazio,Roma,cust_00008,Brass Floor Lamp,Lighting,Lumen Co,SKU-0039-02,,1,57.5,0,57.5,126.18,EUR,web
#3558,2026-05-27,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00564,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-01,,1,15.19,0,15.19,74.98,EUR,web
#3558,2026-05-27,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00564,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-02,Large,2,23.39,0,46.78,74.98,EUR,web
#1793,2025-11-06,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00570,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-01,,4,27.52,0,110.08,133.2,EUR,web
#2350,2025-12-17,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,Large,1,25.7,0,25.7,69.07,EUR,mobile
#2350,2025-12-17,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,1,14.92,1.39,13.53,69.07,EUR,mobile
#2350,2025-12-17,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-03,,1,17.85,0,17.85,69.07,EUR,mobile
#3283,2026-04-21,paid,fulfilled,France,Occitanie,Montpellier,cust_00652,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,0,25.7,104.77,EUR,web
#3283,2026-04-21,paid,fulfilled,France,Occitanie,Montpellier,cust_00652,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-02,Charcoal,1,38.08,0,38.08,104.77,EUR,web
#3283,2026-04-21,paid,fulfilled,France,Occitanie,Montpellier,cust_00652,Stone Robe,Bath,Pure Bath,SKU-0055-03,Large,1,27.66,4.85,22.81,104.77,EUR,web
#3505,2026-05-21,paid,fulfilled,Spain,Galicia,A Coruña,cust_00712,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,0,32.28,39.06,EUR,web
#1232,2025-09-03,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_00822,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#3726,2026-06-20,paid,fulfilled,France,Occitanie,Toulouse,cust_01017,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0015-01,,1,20.8,0,20.8,25.17,EUR,web
#3389,2026-05-06,paid,fulfilled,Germany,Bayern,München,cust_01193,Oak Pillow Case Pair,Bedding,Nordic Sleep,SKU-0020-01,,1,54.3,0,54.3,65.7,EUR,web
#1722,2025-10-30,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00590,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,2.91,20.44,138.06,EUR,web
#1722,2025-10-30,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00590,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-02,,3,31.22,0,93.66,138.06,EUR,web
#2320,2025-12-16,paid,fulfilled,Spain,Galicia,Vigo,cust_00909,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#1231,2025-09-03,paid,fulfilled,Spain,Valencia,Alicante,cust_00731,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,Small,2,30.35,0,60.7,136.17,EUR,web
#1231,2025-09-03,paid,fulfilled,Spain,Valencia,Alicante,cust_00731,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,,1,33.99,0,33.99,136.17,EUR,web
#1231,2025-09-03,paid,fulfilled,Spain,Valencia,Alicante,cust_00731,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-03,Large,1,17.85,0,17.85,136.17,EUR,web
#2179,2025-12-06,paid,fulfilled,Spain,Galicia,Vigo,cust_00617,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,4.35,27.93,49.73,EUR,web
#2179,2025-12-06,paid,fulfilled,Spain,Galicia,Vigo,cust_00617,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Medium,1,13.17,0,13.17,49.73,EUR,web
#1580,2025-10-17,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00656,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Small,1,22.58,0,22.58,131.85,EUR,pos
#1580,2025-10-17,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00656,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,1,31.82,0,31.82,131.85,EUR,pos
#1580,2025-10-17,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00656,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-03,,1,31.22,0,31.22,131.85,EUR,pos
#1580,2025-10-17,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00656,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-04,,1,23.35,0,23.35,131.85,EUR,pos
#1800,2025-11-07,paid,fulfilled,Italy,Lazio,Roma,cust_00578,Copper Table Lamp,Lighting,Lumen Co,SKU-0030-01,Medium,1,31.58,5.35,26.23,31.74,EUR,pos
#3226,2026-04-15,paid,fulfilled,Spain,Cataluña,Girona,cust_00553,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,Small,1,24.54,0,24.54,29.69,EUR,web
#1630,2025-10-21,paid,fulfilled,Germany,Bayern,München,cust_00407,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,Charcoal,1,25.7,0,25.7,31.1,EUR,web
#3142,2026-04-02,paid,fulfilled,Italy,Lombardia,Milano,cust_00933,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Natural,2,16.22,0,32.44,39.25,EUR,web
#2869,2026-02-22,paid,fulfilled,Germany,Berlin,Berlin,cust_00593,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,2,30.35,0,60.7,73.45,EUR,web
#3516,2026-05-22,paid,fulfilled,Germany,Bayern,München,cust_00544,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-01,Natural,1,44.02,0,44.02,129.24,EUR,web
#3516,2026-05-22,paid,fulfilled,Germany,Bayern,München,cust_00544,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-02,,2,16.22,0,32.44,129.24,EUR,web
#3516,2026-05-22,paid,fulfilled,Germany,Bayern,München,cust_00544,Linen Reading Light,Lighting,Lumen Co,SKU-0036-03,,1,30.35,0,30.35,129.24,EUR,web
#1820,2025-11-08,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00281,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,0,24.54,57.95,EUR,web
#1820,2025-11-08,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00281,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,Small,1,23.35,0,23.35,57.95,EUR,web
#2419,2025-12-23,paid,fulfilled,France,Provence,Marseille,cust_00752,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-01,Natural,2,31.22,0,62.44,123.64,EUR,web
#2419,2025-12-23,paid,fulfilled,France,Provence,Marseille,cust_00752,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-02,,1,39.74,0,39.74,123.64,EUR,web
#3072,2026-03-21,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00018,Stone Robe,Bath,Pure Bath,SKU-0055-01,,1,27.66,0,27.66,70.19,EUR,web
#3072,2026-03-21,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00018,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,Natural,1,30.35,0,30.35,70.19,EUR,web
#1843,2025-11-10,refunded,fulfilled,Spain,Cataluña,Barcelona,cust_00185,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#2363,2025-12-19,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00448,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,Charcoal,1,40.63,0,40.63,49.16,EUR,mobile
#2532,2025-12-31,paid,fulfilled,Italy,Lombardia,Milano,cust_00191,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,0,30.35,36.72,EUR,mobile
#2020,2025-11-24,paid,fulfilled,France,Île-de-France,Paris,cust_00935,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,Small,4,63.89,50.27,205.29,280.27,EUR,web
#2020,2025-11-24,paid,fulfilled,France,Île-de-France,Paris,cust_00935,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,2,13.17,0,26.34,280.27,EUR,web
#2644,2026-01-16,paid,fulfilled,Germany,Bayern,Nürnberg,cust_01120,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,Large,1,13.17,2.41,10.76,13.02,EUR,web
#2416,2025-12-23,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,Natural,1,63.89,11.75,52.14,63.09,EUR,web
#3859,2026-07-08,paid,partial,Germany,Bayern,Nürnberg,cust_00559,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,0,32.28,39.06,EUR,web
#3940,2026-07-21,paid,unfulfilled,Spain,País Vasco,Bilbao,cust_00250,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0.81,12.36,131.54,EUR,web
#3940,2026-07-21,paid,unfulfilled,Spain,País Vasco,Bilbao,cust_00250,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-02,,1,38.48,2.83,35.65,131.54,EUR,web
#3940,2026-07-21,paid,unfulfilled,Spain,País Vasco,Bilbao,cust_00250,Linen Reading Light,Lighting,Lumen Co,SKU-0036-03,,2,30.35,0,60.7,131.54,EUR,web
#1615,2025-10-20,paid,fulfilled,France,Provence,Nice,cust_00322,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,2,32.28,6.29,58.27,84.76,EUR,web
#1615,2025-10-20,paid,fulfilled,France,Provence,Nice,cust_00322,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-02,,1,13.93,2.15,11.78,84.76,EUR,web
#3259,2026-04-19,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00672,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,Medium,1,38.08,0,38.08,46.08,EUR,web
#2149,2025-12-04,paid,fulfilled,Spain,Andalucía,Málaga,cust_00882,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,0,30.35,36.72,EUR,web
#1532,2025-10-12,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00683,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,Medium,1,63.89,0,63.89,105.56,EUR,pos
#1532,2025-10-12,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00683,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,Medium,1,23.35,0,23.35,105.56,EUR,pos
#2323,2025-12-16,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00243,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,,1,40.63,3.38,37.25,45.07,EUR,web
#1668,2025-10-25,paid,fulfilled,France,Provence,Marseille,cust_00504,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,2.8,20.55,24.87,EUR,web
#1626,2025-10-21,paid,fulfilled,France,Île-de-France,Versailles,cust_00173,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#3494,2026-05-19,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01048,Bamboo Floor Lamp,Lighting,Lumen Co,SKU-0032-01,,1,46.35,0,46.35,84.81,EUR,web
#3494,2026-05-19,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01048,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-02,Medium,1,23.74,0,23.74,84.81,EUR,web
#2303,2025-12-15,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00376,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,,2,23.74,0,47.48,124.81,EUR,web
#2303,2025-12-15,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00376,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,1,32.28,0,32.28,124.81,EUR,web
#2303,2025-12-15,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00376,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-03,Natural,1,23.39,0,23.39,124.81,EUR,web
#3679,2026-06-13,paid,fulfilled,Italy,Lombardia,Bergamo,cust_01067,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,4,32.28,0,129.12,225.53,EUR,web
#3679,2026-06-13,paid,fulfilled,Italy,Lombardia,Bergamo,cust_01067,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-02,,1,63.89,6.62,57.27,225.53,EUR,web
#1960,2025-11-19,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,4.05,29.94,210.42,EUR,web
#1960,2025-11-19,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-02,Medium,2,62.76,24.86,100.66,210.42,EUR,web
#1960,2025-11-19,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Oak Linen Duvet,Bedding,Nordic Sleep,SKU-0025-03,,1,28.38,0,28.38,210.42,EUR,web
#1960,2025-11-19,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-04,,1,14.92,0,14.92,210.42,EUR,web
#2428,2025-12-23,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00038,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,,1,66.77,0,66.77,153,EUR,web
#2428,2025-12-23,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00038,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,4,14.92,0,59.68,153,EUR,web
#1011,2025-08-02,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00302,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,,1,23.74,0,23.74,154.93,EUR,web
#1011,2025-08-02,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00302,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Charcoal,1,13.17,0,13.17,154.93,EUR,web
#1011,2025-08-02,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00302,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-03,Large,1,66.77,0,66.77,154.93,EUR,web
#1011,2025-08-02,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00302,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-04,,1,25.7,1.34,24.36,154.93,EUR,web
#3160,2026-04-04,refunded,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,2,24.54,0,49.08,59.39,EUR,web
#2781,2026-02-07,paid,fulfilled,Spain,Galicia,A Coruña,cust_01105,Stone Robe,Bath,Pure Bath,SKU-0055-01,,1,27.66,0,27.66,95.67,EUR,web
#2781,2026-02-07,paid,fulfilled,Spain,Galicia,A Coruña,cust_01105,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,1,32.28,4.22,28.06,95.67,EUR,web
#2781,2026-02-07,paid,fulfilled,Spain,Galicia,A Coruña,cust_01105,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-03,Large,1,23.35,0,23.35,95.67,EUR,web
#1910,2025-11-15,paid,fulfilled,France,Occitanie,Montpellier,cust_01086,Stone Serving Platter,Kitchen,Aurora Kitchen,SKU-0010-01,,1,28.1,0,28.1,111.01,EUR,web
#1910,2025-11-15,paid,fulfilled,France,Occitanie,Montpellier,cust_01086,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,2,31.82,0,63.64,111.01,EUR,web
#2353,2025-12-18,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00888,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-01,Medium,2,15.19,0,30.38,119.02,EUR,web
#2353,2025-12-18,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00888,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,Small,2,33.99,0,67.98,119.02,EUR,web
#3714,2026-06-18,paid,fulfilled,Spain,Andalucía,Málaga,cust_01032,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,0,22.58,27.32,EUR,web
#1533,2025-10-12,refunded,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00240,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Charcoal,1,33.99,4.17,29.82,36.08,EUR,web
#1655,2025-10-23,partially_refunded,fulfilled,France,Occitanie,Montpellier,cust_00652,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,97.95,EUR,web
#1655,2025-10-23,partially_refunded,fulfilled,France,Occitanie,Montpellier,cust_00652,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-02,,1,39.74,5.95,33.79,97.95,EUR,web
#1655,2025-10-23,partially_refunded,fulfilled,France,Occitanie,Montpellier,cust_00652,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-03,Large,1,33.99,0,33.99,97.95,EUR,web
#1826,2025-11-08,paid,fulfilled,Spain,Andalucía,Málaga,cust_00033,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,2,23.35,0,46.7,222.8,EUR,web
#1826,2025-11-08,paid,fulfilled,Spain,Andalucía,Málaga,cust_00033,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-02,,3,44.07,20.48,111.73,222.8,EUR,web
#1826,2025-11-08,paid,fulfilled,Spain,Andalucía,Málaga,cust_00033,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-03,,1,25.7,0,25.7,222.8,EUR,web
#3648,2026-06-09,paid,fulfilled,Italy,Lombardia,Milano,cust_00206,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,18.05,EUR,web
#3672,2026-06-12,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,0,30.35,114.84,EUR,web
#3672,2026-06-12,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,Medium,2,32.28,0,64.56,114.84,EUR,web
#2687,2026-01-22,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00368,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Natural,1,22.58,0,22.58,27.32,EUR,pos
#1238,2025-09-03,paid,fulfilled,France,Île-de-France,Versailles,cust_00027,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,Natural,1,32.28,0,32.28,39.06,EUR,web
#2895,2026-02-26,paid,fulfilled,Italy,Lombardia,Milano,cust_00710,Stone Bed Runner,Bedding,Nordic Sleep,SKU-0024-01,,1,47.82,4.7,43.12,100.26,EUR,web
#2895,2026-02-26,paid,fulfilled,Italy,Lombardia,Milano,cust_00710,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-02,Large,1,39.74,0,39.74,100.26,EUR,web
#2577,2026-01-05,paid,fulfilled,Spain,Galicia,A Coruña,cust_00042,Linen Planter Pot,Outdoor,Terra Garden,SKU-0058-01,,2,32.68,0,65.36,79.09,EUR,web
#1305,2025-09-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00531,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,Charcoal,1,23.39,0,23.39,59.4,EUR,web
#1305,2025-09-13,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00531,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,1,25.7,0,25.7,59.4,EUR,web
#1546,2025-10-13,paid,fulfilled,Italy,Lazio,Roma,cust_00189,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,,1,66.77,0,66.77,119.87,EUR,pos
#1546,2025-10-13,paid,fulfilled,Italy,Lazio,Roma,cust_00189,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-02,,1,32.3,0,32.3,119.87,EUR,pos
#1080,2025-08-12,paid,fulfilled,France,Occitanie,Montpellier,cust_00274,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,Medium,1,63.89,0,63.89,77.31,EUR,web
#2655,2026-01-17,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00318,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,1,17.85,0,17.85,144.98,EUR,web
#2655,2026-01-17,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00318,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,Charcoal,3,33.99,0,101.97,144.98,EUR,web
#2722,2026-01-28,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00856,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,0,23.35,28.25,EUR,web
#2187,2025-12-07,paid,fulfilled,Germany,Berlin,Berlin,cust_00289,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,Small,1,40.12,0,40.12,48.55,EUR,web
#2125,2025-12-02,paid,fulfilled,France,Provence,Marseille,cust_00443,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,3,30.35,0,91.05,110.17,EUR,mobile
#1801,2025-11-07,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00448,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Small,1,33.99,0,33.99,41.13,EUR,web
#1473,2025-10-05,paid,fulfilled,Spain,Andalucía,Málaga,cust_00293,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Natural,2,31.82,0,63.64,77,EUR,mobile
#2798,2026-02-10,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00749,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,97.99,EUR,web
#2798,2026-02-10,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00749,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-02,,1,24.54,0,24.54,97.99,EUR,web
#2798,2026-02-10,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00749,Linen Reading Light,Lighting,Lumen Co,SKU-0036-03,Charcoal,1,30.35,5.73,24.62,97.99,EUR,web
#1426,2025-09-29,paid,fulfilled,Portugal,Porto,Braga,cust_01100,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,,1,38.48,0,38.48,46.56,EUR,web
